./init/do_mounts.c
./init/version.c
./init/init_task.c;(!CONFIG_ARCH_INIT_TASK)
./init/do_mounts_md.c;(CONFIG_BLK_DEV_MD)
./init/do_mounts_initrd.c;(CONFIG_BLK_DEV_INITRD)
./init/noinitramfs.c;(!CONFIG_BLK_DEV_INITRD)
./init/initramfs.c;((CONFIG_BLK_DEV_INITRD && CONFIG_BLK_DEV_INITRD))
./init/do_mounts_rd.c;(CONFIG_BLK_DEV_RAM)
./init/calibrate.c;(CONFIG_GENERIC_CALIBRATE_DELAY)
./init/main.c
./kernel/stacktrace.c;(CONFIG_STACKTRACE)
./kernel/async.c
./kernel/trace/trace_export.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_EVENT_TRACING))
./kernel/trace/trace_stat.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACING))
./kernel/trace/trace_selftest_dynamic.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_FUNCTION_TRACER))
./kernel/trace/bpf_trace.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_BPF_EVENTS))
./kernel/trace/trace_uprobe.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_UPROBE_EVENT))
./kernel/trace/trace_sched_switch.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_CONTEXT_SWITCH_TRACER))
./kernel/trace/ring_buffer.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_RING_BUFFER))
./kernel/trace/trace_output.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACING))
./kernel/trace/power-traces.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACEPOINTS))
./kernel/trace/rpm-traces.c;(((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_PM) && CONFIG_TRACEPOINTS))
./kernel/trace/trace_kprobe.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_KPROBE_EVENT))
./kernel/trace/trace_kdb.c;(((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACING) && CONFIG_KGDB_KDB))
./kernel/trace/trace_probe.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_PROBE_EVENTS))
./kernel/trace/trace_seq.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACING))
./kernel/trace/trace_events.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_EVENT_TRACING))
./kernel/trace/ring_buffer_benchmark.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && (CONFIG_RING_BUFFER_BENCHMARK || CONFIG_RING_BUFFER_BENCHMARK_MODULE)))
./kernel/trace/trace_benchmark.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACEPOINT_BENCHMARK))
./kernel/trace/trace_functions.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_FUNCTION_TRACER))
./kernel/trace/trace_syscalls.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_FTRACE_SYSCALLS))
./kernel/trace/trace_nop.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_NOP_TRACER))
./kernel/trace/trace_clock.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACE_CLOCK))
./kernel/trace/trace_events_filter.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_EVENT_TRACING))
./kernel/trace/trace_branch.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACE_BRANCH_PROFILING))
./kernel/trace/trace.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACING))
./kernel/trace/trace_mmiotrace.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_MMIOTRACE))
./kernel/trace/trace_functions_graph.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_FUNCTION_GRAPH_TRACER))
./kernel/trace/blktrace.c;(((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_BLK_DEV_IO_TRACE) || ((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_BLOCK) && CONFIG_EVENT_TRACING)))
./kernel/trace/trace_events_trigger.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_EVENT_TRACING))
./kernel/trace/trace_irqsoff.c;(((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_IRQSOFF_TRACER) || (((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_PREEMPT_TRACER)))
./kernel/trace/trace_sched_wakeup.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_SCHED_TRACER))
./kernel/trace/trace_printk.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_TRACING))
./kernel/trace/trace_stack.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_STACK_TRACER))
./kernel/trace/trace_event_perf.c;(((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_PERF_EVENTS) && CONFIG_EVENT_TRACING))
./kernel/trace/ftrace.c;((((((CONFIG_FUNCTION_TRACER || CONFIG_TRACING) || CONFIG_TRACE_CLOCK) || CONFIG_RING_BUFFER) || CONFIG_TRACEPOINTS) && CONFIG_FUNCTION_TRACER))
./kernel/cpu.c
./kernel/cpuset.c;(CONFIG_CPUSETS)
./kernel/time/sched_clock.c;(CONFIG_GENERIC_SCHED_CLOCK)
./kernel/time/tick-oneshot.c;(CONFIG_TICK_ONESHOT)
./kernel/time/posix-timers.c
./kernel/time/posix-cpu-timers.c
./kernel/time/clocksource.c
./kernel/time/clockevents.c;(CONFIG_GENERIC_CLOCKEVENTS)
./kernel/time/timeconv.c
./kernel/time/posix-clock.c
./kernel/time/tick-common.c;(CONFIG_GENERIC_CLOCKEVENTS)
./kernel/time/hrtimer.c
./kernel/time/ntp.c
./kernel/time/timer_stats.c;(CONFIG_TIMER_STATS)
./kernel/time/timer.c
./kernel/time/timekeeping.c
./kernel/time/jiffies.c
./kernel/time/timecounter.c
./kernel/time/timekeeping_debug.c;(CONFIG_DEBUG_FS)
./kernel/time/tick-sched.c;(CONFIG_TICK_ONESHOT)
./kernel/time/test_udelay.c;((CONFIG_TEST_UDELAY || CONFIG_TEST_UDELAY_MODULE))
./kernel/time/time.c
./kernel/time/itimer.c
./kernel/time/alarmtimer.c
./kernel/time/timer_list.c
./kernel/latencytop.c;(CONFIG_LATENCYTOP)
./kernel/kthread.c
./kernel/kcmp.c;(CONFIG_CHECKPOINT_RESTORE)
./kernel/audit_watch.c;(CONFIG_AUDIT_WATCH)
./kernel/utsname.c;(CONFIG_UTS_NS)
./kernel/irq_work.c;(CONFIG_IRQ_WORK)
./kernel/cred.c
