Type;File;Inner Cond.;Depends on;Inner No.;Depends on No.
nesting depends candidate;./mm/vmalloc.c;CONFIG_DEBUG_PAGEALLOC;(CONFIG_MMU);547;0
nesting depends candidate;./mm/vmalloc.c;(CONFIG_64BIT) && (CONFIG_ZONE_DMA32);(CONFIG_MMU);1849;0
nesting depends candidate;./mm/vmalloc.c;(CONFIG_64BIT) && (CONFIG_ZONE_DMA);(CONFIG_MMU);1851;0
nesting depends candidate;./mm/vmalloc.c;CONFIG_SMP;(CONFIG_MMU);2275;0
nesting depends candidate;./mm/vmalloc.c;CONFIG_PROC_FS;(CONFIG_MMU);2554;0
nesting depends candidate;./mm/rmap.c;CONFIG_ARCH_WANT_BATCHED_UNMAP_TLB_FLUSH;(CONFIG_MMU);589;0
nesting depends candidate;./mm/rmap.c;CONFIG_DEBUG_VM;(CONFIG_MMU);1111;0
nesting depends candidate;./mm/rmap.c;CONFIG_HUGETLB_PAGE;(CONFIG_MMU);1673;0
nesting depends candidate;./mm/migrate.c;CONFIG_HUGETLB_PAGE;(CONFIG_MIGRATION);155;0
nesting depends candidate;./mm/migrate.c;CONFIG_BLOCK;(CONFIG_MIGRATION);254;0
nesting depends candidate;./mm/migrate.c;CONFIG_BLOCK;(CONFIG_MIGRATION);611;0
nesting depends candidate;./mm/migrate.c;CONFIG_NUMA;(CONFIG_MIGRATION);1189;0
nesting depends candidate;./mm/migrate.c;CONFIG_NUMA_BALANCING;(CONFIG_MIGRATION) && (CONFIG_NUMA);1541;1189
nesting depends candidate;./mm/migrate.c;(CONFIG_NUMA_BALANCING) && (CONFIG_TRANSPARENT_HUGEPAGE);(CONFIG_MIGRATION) && (CONFIG_NUMA);1726;1189
nesting depends candidate;./mm/frontswap.c;CONFIG_DEBUG_FS;(CONFIG_FRONTSWAP);51;0
nesting depends candidate;./mm/frontswap.c;CONFIG_DEBUG_FS;(CONFIG_FRONTSWAP);490;0
nesting depends candidate;./mm/ksm.c;CONFIG_NUMA;(CONFIG_KSM);44;0
nesting depends candidate;./mm/ksm.c;CONFIG_NUMA;(CONFIG_KSM);144;0
nesting depends candidate;./mm/ksm.c;CONFIG_NUMA;(CONFIG_KSM);165;0
nesting depends candidate;./mm/ksm.c;CONFIG_NUMA;(CONFIG_KSM);226;0
nesting depends candidate;./mm/ksm.c;CONFIG_SYSFS;(CONFIG_KSM);699;0
nesting depends candidate;./mm/ksm.c;CONFIG_MIGRATION;(CONFIG_KSM);1976;0
nesting depends candidate;./mm/ksm.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_KSM);2001;0
nesting depends candidate;./mm/ksm.c;CONFIG_SYSFS;(CONFIG_KSM);2094;0
nesting depends candidate;./mm/ksm.c;CONFIG_NUMA;(CONFIG_KSM) && (CONFIG_SYSFS);2199;2094
nesting depends candidate;./mm/ksm.c;CONFIG_NUMA;(CONFIG_KSM) && (CONFIG_SYSFS);2311;2094
nesting depends candidate;./mm/ksm.c;CONFIG_SYSFS;(CONFIG_KSM);2339;0
nesting depends candidate;./mm/ksm.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_KSM);2351;0
nesting depends candidate;./mm/dmapool.c;(CONFIG_DEBUG_SLAB) || (CONFIG_SLUB_DEBUG_ON);(CONFIG_HAS_DMA);41;0
nesting depends candidate;./mm/kmemleak.c;CONFIG_SMP;(CONFIG_DEBUG_KMEMLEAK);1371;0
nesting depends candidate;./mm/kmemleak.c;CONFIG_DEBUG_KMEMLEAK_DEFAULT_OFF;(CONFIG_DEBUG_KMEMLEAK);1863;0
nesting depends candidate;./mm/kmemleak-test.c;! CONFIG_MODULES;((CONFIG_DEBUG_KMEMLEAK_TEST || CONFIG_DEBUG_KMEMLEAK_TEST_MODULE));63;0
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_DEBUG_LOCK_ALLOC;(CONFIG_MEMORY_HOTPLUG);62;0
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_DEBUG_LOCK_ALLOC;(CONFIG_MEMORY_HOTPLUG);69;0
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_MEMORY_HOTPLUG_SPARSE;(CONFIG_MEMORY_HOTPLUG);157;0
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_HAVE_BOOTMEM_INFO_NODE;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTPLUG_SPARSE);183;157
nesting depends candidate;./mm/memory_hotplug.c;! CONFIG_SPARSEMEM_VMEMMAP;(CONFIG_MEMORY_HOTPLUG) && ((CONFIG_HAVE_BOOTMEM_INFO_NODE) && (CONFIG_MEMORY_HOTPLUG_SPARSE));184;183
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTPLUG_SPARSE);530;157
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_MOVABLE_NODE;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTPLUG_SPARSE);882;157
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_HIGHMEM;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTPLUG_SPARSE);929;157
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_ZONE_DEVICE;(CONFIG_MEMORY_HOTPLUG);1224;0
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_MEMORY_HOTPLUG);1325;0
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_DEBUG_VM;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTREMOVE);1476;1325
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_MOVABLE_NODE;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTREMOVE);1557;1325
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_MOVABLE_NODE;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTREMOVE);1594;1325
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_HIGHMEM;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTREMOVE);1657;1325
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_MEMORY_HOTPLUG);1906;0
nesting depends candidate;./mm/memory_hotplug.c;CONFIG_ACPI_NUMA;(CONFIG_MEMORY_HOTPLUG) && (CONFIG_MEMORY_HOTREMOVE);1942;1906
nesting depends candidate;./mm/vmstat.c;CONFIG_HAVE_CMPXCHG_LOCAL;CONFIG_SMP;308;92
nesting depends candidate;./mm/vmstat.c;CONFIG_NUMA;CONFIG_SMP;481;92
nesting depends candidate;./mm/vmstat.c;CONFIG_NUMA;CONFIG_SMP;488;92
nesting depends candidate;./mm/vmstat.c;CONFIG_ZONE_DMA;CONFIG_NUMA;603;569
nesting depends candidate;./mm/vmstat.c;CONFIG_ZONE_DMA32;CONFIG_NUMA;606;569
nesting depends candidate;./mm/vmstat.c;CONFIG_HIGHMEM;CONFIG_NUMA;609;569
nesting depends candidate;./mm/vmstat.c;CONFIG_ZONE_DMA;(CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA);699;698
nesting depends candidate;./mm/vmstat.c;CONFIG_ZONE_DMA32;(CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA);705;698
nesting depends candidate;./mm/vmstat.c;CONFIG_HIGHMEM;(CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA);711;698
nesting depends candidate;./mm/vmstat.c;CONFIG_NUMA;(CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA);751;698
nesting depends candidate;./mm/vmstat.c;CONFIG_VM_EVENT_COUNTERS;(CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA);769;698
nesting depends candidate;./mm/vmstat.c;CONFIG_NUMA;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));792;769
nesting depends candidate;./mm/vmstat.c;CONFIG_NUMA_BALANCING;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));808;769
nesting depends candidate;./mm/vmstat.c;CONFIG_MIGRATION;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));815;769
nesting depends candidate;./mm/vmstat.c;CONFIG_COMPACTION;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));819;769
nesting depends candidate;./mm/vmstat.c;CONFIG_HUGETLB_PAGE;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));828;769
nesting depends candidate;./mm/vmstat.c;CONFIG_TRANSPARENT_HUGEPAGE;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));840;769
nesting depends candidate;./mm/vmstat.c;CONFIG_MEMORY_BALLOON;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));849;769
nesting depends candidate;./mm/vmstat.c;CONFIG_BALLOON_COMPACTION;(CONFIG_MEMORY_BALLOON) && ((CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA)));852;849
nesting depends candidate;./mm/vmstat.c;CONFIG_DEBUG_TLBFLUSH;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));856;769
nesting depends candidate;./mm/vmstat.c;CONFIG_SMP;(CONFIG_DEBUG_TLBFLUSH) && ((CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA)));857;856
nesting depends candidate;./mm/vmstat.c;CONFIG_DEBUG_VM_VMACACHE;(CONFIG_VM_EVENT_COUNTERS) && ((CONFIG_PROC_FS) || (CONFIG_SYSFS) || (CONFIG_NUMA));865;769
nesting depends candidate;./mm/vmstat.c;CONFIG_CMA;CONFIG_PROC_FS;927;921
nesting depends candidate;./mm/vmstat.c;CONFIG_MEMORY_ISOLATION;CONFIG_PROC_FS;930;921
nesting depends candidate;./mm/vmstat.c;CONFIG_PAGE_OWNER;CONFIG_PROC_FS;1047;921
nesting depends candidate;./mm/vmstat.c;CONFIG_PAGE_OWNER;CONFIG_PROC_FS;1128;921
nesting depends candidate;./mm/vmstat.c;CONFIG_SMP;CONFIG_PROC_FS;1253;921
nesting depends candidate;./mm/vmstat.c;CONFIG_VM_EVENT_COUNTERS;CONFIG_PROC_FS;1314;921
nesting depends candidate;./mm/vmstat.c;CONFIG_VM_EVENT_COUNTERS;CONFIG_PROC_FS;1330;921
nesting depends candidate;./mm/zswap.c;CONFIG_DEBUG_FS;(CONFIG_ZSWAP);1176;0
nesting depends candidate;./mm/hwpoison-inject.c;CONFIG_MEMCG;((CONFIG_HWPOISON_INJECT || CONFIG_HWPOISON_INJECT_MODULE));126;0
nesting depends candidate;./mm/failslab.c;CONFIG_FAULT_INJECTION_DEBUG_FS;(CONFIG_FAILSLAB);34;0
nesting depends candidate;./mm/page_ext.c;CONFIG_PAGE_POISONING;(CONFIG_PAGE_EXTENSION);57;0
nesting depends candidate;./mm/page_ext.c;CONFIG_PAGE_OWNER;(CONFIG_PAGE_EXTENSION);60;0
nesting depends candidate;./mm/page_ext.c;(CONFIG_IDLE_PAGE_TRACKING) && !(CONFIG_64BIT);(CONFIG_PAGE_EXTENSION);63;0
nesting depends candidate;./mm/page_ext.c;!(CONFIG_SPARSEMEM);(CONFIG_PAGE_EXTENSION);94;0
nesting depends candidate;./mm/page_ext.c;CONFIG_DEBUG_VM;(CONFIG_PAGE_EXTENSION) && (!(CONFIG_SPARSEMEM));109;94
nesting depends candidate;./mm/page_ext.c;CONFIG_DEBUG_VM;(CONFIG_PAGE_EXTENSION) && (!(!(CONFIG_SPARSEMEM)));183;177
nesting depends candidate;./mm/page_ext.c;CONFIG_MEMORY_HOTPLUG;(CONFIG_PAGE_EXTENSION) && (!(!(CONFIG_SPARSEMEM)));250;177
nesting depends candidate;./mm/highmem.c;(CONFIG_HIGHMEM) || (CONFIG_X86_32);(CONFIG_MMU);33;0
nesting depends candidate;./mm/highmem.c;CONFIG_HIGHMEM;(CONFIG_MMU);45;0
nesting depends candidate;./mm/balloon_compaction.c;CONFIG_BALLOON_COMPACTION;(CONFIG_MEMORY_BALLOON);71;0
nesting depends candidate;./mm/balloon_compaction.c;CONFIG_BALLOON_COMPACTION;(CONFIG_MEMORY_BALLOON);107;0
nesting depends candidate;./mm/sparse.c;CONFIG_SPARSEMEM_EXTREME;(CONFIG_SPARSEMEM);24;0
nesting depends candidate;./mm/sparse.c;CONFIG_SPARSEMEM_EXTREME;(CONFIG_SPARSEMEM);61;0
nesting depends candidate;./mm/sparse.c;CONFIG_MEMORY_HOTPLUG;(CONFIG_SPARSEMEM);255;0
nesting depends candidate;./mm/sparse.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_SPARSEMEM);262;0
nesting depends candidate;./mm/sparse.c;! CONFIG_SPARSEMEM_VMEMMAP;(CONFIG_SPARSEMEM);371;0
nesting depends candidate;./mm/sparse.c;CONFIG_SPARSEMEM_ALLOC_MEM_MAP_TOGETHER;(CONFIG_SPARSEMEM);438;0
nesting depends candidate;./mm/sparse.c;CONFIG_SPARSEMEM_ALLOC_MEM_MAP_TOGETHER;(CONFIG_SPARSEMEM);530;0
nesting depends candidate;./mm/sparse.c;CONFIG_SPARSEMEM_ALLOC_MEM_MAP_TOGETHER;(CONFIG_SPARSEMEM);559;0
nesting depends candidate;./mm/sparse.c;CONFIG_SPARSEMEM_ALLOC_MEM_MAP_TOGETHER;(CONFIG_SPARSEMEM);576;0
nesting depends candidate;./mm/sparse.c;CONFIG_SPARSEMEM_ALLOC_MEM_MAP_TOGETHER;(CONFIG_SPARSEMEM);590;0
nesting depends candidate;./mm/sparse.c;CONFIG_MEMORY_HOTPLUG;(CONFIG_SPARSEMEM);596;0
nesting depends candidate;./mm/sparse.c;CONFIG_SPARSEMEM_VMEMMAP;(CONFIG_SPARSEMEM) && (CONFIG_MEMORY_HOTPLUG);597;596
nesting depends candidate;./mm/sparse.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_SPARSEMEM) && ((CONFIG_SPARSEMEM_VMEMMAP) && (CONFIG_MEMORY_HOTPLUG));610;597
nesting depends candidate;./mm/sparse.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_SPARSEMEM) && ((!(CONFIG_SPARSEMEM_VMEMMAP)) && (CONFIG_MEMORY_HOTPLUG));655;619
nesting depends candidate;./mm/sparse.c;CONFIG_MEMORY_HOTREMOVE;(CONFIG_SPARSEMEM) && (CONFIG_MEMORY_HOTPLUG);742;596
nesting depends candidate;./mm/sparse.c;CONFIG_MEMORY_FAILURE;(CONFIG_SPARSEMEM) && ((CONFIG_MEMORY_HOTREMOVE) && (CONFIG_MEMORY_HOTPLUG));743;742
nesting depends candidate;./mm/memblock.c;CONFIG_HAVE_MEMBLOCK_PHYS_MAP;(CONFIG_HAVE_MEMBLOCK);30;0
nesting depends candidate;./mm/memblock.c;CONFIG_HAVE_MEMBLOCK_PHYS_MAP;(CONFIG_HAVE_MEMBLOCK);43;0
nesting depends candidate;./mm/memblock.c;CONFIG_MOVABLE_NODE;(CONFIG_HAVE_MEMBLOCK);54;0
nesting depends candidate;./mm/memblock.c;CONFIG_ARCH_DISCARD_MEMBLOCK;(CONFIG_HAVE_MEMBLOCK);303;0
nesting depends candidate;./mm/memblock.c;CONFIG_HAVE_MEMBLOCK_NODE_MAP;(CONFIG_HAVE_MEMBLOCK);569;0
nesting depends candidate;./mm/memblock.c;CONFIG_HAVE_MEMBLOCK_NODE_MAP;(CONFIG_HAVE_MEMBLOCK);1075;0
nesting depends candidate;./mm/memblock.c;CONFIG_HAVE_MEMBLOCK_NODE_MAP;(CONFIG_HAVE_MEMBLOCK);1522;0
nesting depends candidate;./mm/memblock.c;CONFIG_HAVE_MEMBLOCK_NODE_MAP;(CONFIG_HAVE_MEMBLOCK);1627;0
nesting depends candidate;./mm/memblock.c;(CONFIG_DEBUG_FS) && !(CONFIG_ARCH_DISCARD_MEMBLOCK);(CONFIG_HAVE_MEMBLOCK);1661;0
nesting depends candidate;./mm/memblock.c;CONFIG_HAVE_MEMBLOCK_PHYS_MAP;(CONFIG_HAVE_MEMBLOCK) && ((CONFIG_DEBUG_FS) && !(CONFIG_ARCH_DISCARD_MEMBLOCK));1704;1661
nesting depends candidate;./mm/quicklist.c;CONFIG_ZONE_DMA;(CONFIG_QUICKLIST);34;0
nesting depends candidate;./mm/quicklist.c;CONFIG_ZONE_DMA32;(CONFIG_QUICKLIST);37;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);120;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_CPU_PARTIAL;(CONFIG_SLUB);129;0
nesting depends candidate;./mm/slub.c;CONFIG_SMP;(CONFIG_SLUB);181;0
nesting depends candidate;./mm/slub.c;CONFIG_STACKTRACE;(CONFIG_SLUB);191;0
nesting depends candidate;./mm/slub.c;CONFIG_SYSFS;(CONFIG_SLUB);201;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_STATS;(CONFIG_SLUB);214;0
nesting depends candidate;./mm/slub.c;CONFIG_DEBUG_PAGEALLOC;(CONFIG_SLUB);259;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);289;0
nesting depends candidate;./mm/slub.c;(CONFIG_HAVE_CMPXCHG_DOUBLE) &&     (CONFIG_HAVE_ALIGNED_STRUCT_PAGE);(CONFIG_SLUB);371;0
nesting depends candidate;./mm/slub.c;(CONFIG_HAVE_CMPXCHG_DOUBLE) &&     (CONFIG_HAVE_ALIGNED_STRUCT_PAGE);(CONFIG_SLUB);407;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);443;0
nesting depends candidate;./mm/slub.c;(CONFIG_SLUB_DEBUG_ON);(CONFIG_SLUB) && (CONFIG_SLUB_DEBUG);462;443
nesting depends candidate;./mm/slub.c;(CONFIG_KASAN);(CONFIG_SLUB) && (CONFIG_SLUB_DEBUG);464;443
nesting depends candidate;./mm/slub.c;CONFIG_STACKTRACE;(CONFIG_SLUB) && (CONFIG_SLUB_DEBUG);519;443
nesting depends candidate;./mm/slub.c;CONFIG_STACKTRACE;(CONFIG_SLUB) && (CONFIG_SLUB_DEBUG);563;443
nesting depends candidate;./mm/slub.c;(CONFIG_KMEMCHECK) || (CONFIG_LOCKDEP);(CONFIG_SLUB);1321;0
nesting depends candidate;./mm/slub.c;(CONFIG_KMEMCHECK) ||			(CONFIG_LOCKDEP)	||			(CONFIG_DEBUG_KMEMLEAK) ||		(CONFIG_DEBUG_OBJECTS_FREE) ||		(CONFIG_KASAN);(CONFIG_SLUB);1344;0
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB);1711;0
nesting depends candidate;./mm/slub.c;CONFIG_PREEMPT;(CONFIG_SLUB);1790;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_CPU_PARTIAL;(CONFIG_SLUB);2012;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_CPU_PARTIAL;(CONFIG_SLUB);2081;0
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB);2184;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);2191;0
nesting depends candidate;./mm/slub.c;(CONFIG_SLUB_DEBUG) || (CONFIG_SYSFS);(CONFIG_SLUB);2203;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);2222;0
nesting depends candidate;./mm/slub.c;CONFIG_PREEMPT;(CONFIG_SLUB);2458;0
nesting depends candidate;./mm/slub.c;CONFIG_TRACING;(CONFIG_SLUB);2586;0
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB);2597;0
nesting depends candidate;./mm/slub.c;CONFIG_TRACING;(CONFIG_SLUB) && (CONFIG_NUMA);2609;2597
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);3100;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);3159;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);3236;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);3278;0
nesting depends candidate;./mm/slub.c;(CONFIG_HAVE_CMPXCHG_DOUBLE) &&     (CONFIG_HAVE_ALIGNED_STRUCT_PAGE);(CONFIG_SLUB);3356;0
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB);3397;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);3419;0
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB);3542;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);3873;0
nesting depends candidate;./mm/slub.c;CONFIG_SMP;(CONFIG_SLUB);3920;0
nesting depends candidate;./mm/slub.c;CONFIG_SMP;(CONFIG_SLUB);3986;0
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB);4044;0
nesting depends candidate;./mm/slub.c;CONFIG_SYSFS;(CONFIG_SLUB);4075;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB);4087;0
nesting depends candidate;./mm/slub.c;CONFIG_SYSFS;(CONFIG_SLUB);4459;0
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB) && (CONFIG_SYSFS);4526;4459
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB) && (CONFIG_SYSFS);4560;4459
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB) && (CONFIG_SYSFS);4571;4459
nesting depends candidate;./mm/slub.c;CONFIG_SMP;(CONFIG_SLUB) && (CONFIG_SYSFS);4748;4459
nesting depends candidate;./mm/slub.c;CONFIG_ZONE_DMA;(CONFIG_SLUB) && (CONFIG_SYSFS);4782;4459
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB) && (CONFIG_SYSFS);4802;4459
nesting depends candidate;./mm/slub.c;CONFIG_FAILSLAB;(CONFIG_SLUB) && (CONFIG_SYSFS);4956;4459
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB) && (CONFIG_SYSFS);4992;4459
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_STATS;(CONFIG_SLUB) && (CONFIG_SYSFS);5016;4459
nesting depends candidate;./mm/slub.c;CONFIG_SMP;(CONFIG_SLUB) && ((CONFIG_SLUB_STATS) && (CONFIG_SYSFS));5036;5016
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_DEBUG;(CONFIG_SLUB) && (CONFIG_SYSFS);5117;4459
nesting depends candidate;./mm/slub.c;CONFIG_ZONE_DMA;(CONFIG_SLUB) && (CONFIG_SYSFS);5129;4459
nesting depends candidate;./mm/slub.c;CONFIG_NUMA;(CONFIG_SLUB) && (CONFIG_SYSFS);5132;4459
nesting depends candidate;./mm/slub.c;CONFIG_SLUB_STATS;(CONFIG_SLUB) && (CONFIG_SYSFS);5135;4459
nesting depends candidate;./mm/slub.c;CONFIG_FAILSLAB;(CONFIG_SLUB) && (CONFIG_SYSFS);5163;4459
nesting depends candidate;./mm/slub.c;CONFIG_MEMCG_KMEM;(CONFIG_SLUB) && (CONFIG_SYSFS);5208;4459
nesting depends candidate;./mm/slub.c;CONFIG_MEMCG_KMEM;(CONFIG_SLUB) && (CONFIG_SYSFS);5243;4459
nesting depends candidate;./mm/slub.c;CONFIG_MEMCG_KMEM;(CONFIG_SLUB) && (CONFIG_SYSFS);5329;4459
nesting depends candidate;./mm/slub.c;CONFIG_MEMCG_KMEM;(CONFIG_SLUB) && (CONFIG_SYSFS);5404;4459
nesting depends candidate;./mm/slub.c;CONFIG_MEMCG_KMEM;(CONFIG_SLUB) && (CONFIG_SYSFS);5437;4459
nesting depends candidate;./mm/slub.c;CONFIG_SLABINFO;(CONFIG_SLUB);5525;0
nesting depends candidate;./mm/page_alloc.c;CONFIG_HIGHMEM;! CONFIG_NUMA;100;98
nesting depends candidate;./mm/page_alloc.c;CONFIG_MOVABLE_NODE;! CONFIG_NUMA;103;98
nesting depends candidate;./mm/page_alloc.c;CONFIG_FAULT_INJECTION_DEBUG_FS;CONFIG_FAIL_PAGE_ALLOC;2305;2269
nesting depends candidate;./mm/page_alloc.c;CONFIG_HIGHMEM;CONFIG_NUMA;3612;3600
nesting depends candidate;./mm/page_alloc.c;(CONFIG_64BIT);CONFIG_NUMA;4115;3895
nesting depends candidate;./mm/page_alloc.c;CONFIG_HAVE_MEMORYLESS_NODES;CONFIG_NUMA;4199;3895
nesting depends candidate;./mm/page_alloc.c;! CONFIG_HAVE_ARCH_EARLY_PFN_TO_NID;CONFIG_HAVE_MEMBLOCK_NODE_MAP;4772;4771
nesting depends candidate;./mm/page_alloc.c;! CONFIG_NEED_MULTIPLE_NODES;CONFIG_FLAT_NODE_MEM_MAP;5299;5277
nesting depends candidate;./mm/page_alloc.c;(CONFIG_HAVE_MEMBLOCK_NODE_MAP) || (CONFIG_FLATMEM);(! CONFIG_NEED_MULTIPLE_NODES) && (CONFIG_FLAT_NODE_MEM_MAP);5305;5299
nesting depends candidate;./mm/page_alloc.c;CONFIG_DEBUG_VM;CONFIG_MEMORY_HOTREMOVE;6877;6837
nesting depends candidate;./mm/pgtable-generic.c;CONFIG_TRANSPARENT_HUGEPAGE;(CONFIG_MMU);85;0
nesting depends candidate;./mm/gup.c;CONFIG_ELF_CORE;(CONFIG_MMU);999;0
nesting depends candidate;./mm/gup.c;CONFIG_HAVE_GENERIC_RCU_GUP;(CONFIG_MMU);1050;0
nesting depends candidate;./mm/memory-failure.c;(CONFIG_HWPOISON_INJECT) || (CONFIG_HWPOISON_INJECT_MODULE);(CONFIG_MEMORY_FAILURE);69;0
nesting depends candidate;./mm/memory-failure.c;CONFIG_MEMCG;(CONFIG_MEMORY_FAILURE) && ((CONFIG_HWPOISON_INJECT) || (CONFIG_HWPOISON_INJECT_MODULE));134;69
nesting depends candidate;./mm/swapfile.c;CONFIG_HIBERNATION;(CONFIG_SWAP);1021;0
nesting depends candidate;./mm/swapfile.c;CONFIG_MEM_SOFT_DIRTY;(CONFIG_SWAP);1116;0
nesting depends candidate;./mm/swapfile.c;CONFIG_PROC_FS;(CONFIG_SWAP);1999;0
nesting depends candidate;./mm/slab.c;CONFIG_DEBUG_SLAB;(CONFIG_SLAB);142;0
nesting depends candidate;./mm/slab.c;CONFIG_DEBUG_SLAB_LEAK;(CONFIG_SLAB);396;0
nesting depends candidate;./mm/slab.c;CONFIG_NUMA;(CONFIG_SLAB);602;0
nesting depends candidate;./mm/slab.c;! CONFIG_NUMA;(CONFIG_SLAB);829;0
nesting depends candidate;./mm/slab.c;CONFIG_NUMA;(CONFIG_SLAB);1215;0
nesting depends candidate;./mm/slab.c;CONFIG_HOTPLUG_CPU;(CONFIG_SLAB);1249;0
