Type;File;Inner Cond.;Depends on;Inner No.;Depends on No.
nesting depends candidate;./drivers/tty/serial/serial_core.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_CORE || CONFIG_SERIAL_CORE_MODULE));2370;0
nesting depends candidate;./drivers/tty/serial/altera_uart.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_ALTERA_UART || CONFIG_SERIAL_ALTERA_UART_MODULE));384;0
nesting depends candidate;./drivers/tty/serial/altera_uart.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_ALTERA_UART || CONFIG_SERIAL_ALTERA_UART_MODULE));423;0
nesting depends candidate;./drivers/tty/serial/altera_uart.c;(CONFIG_SERIAL_ALTERA_UART_CONSOLE);((CONFIG_SERIAL_ALTERA_UART || CONFIG_SERIAL_ALTERA_UART_MODULE));431;0
nesting depends candidate;./drivers/tty/serial/altera_uart.c;CONFIG_OF;((CONFIG_SERIAL_ALTERA_UART || CONFIG_SERIAL_ALTERA_UART_MODULE));591;0
nesting depends candidate;./drivers/tty/serial/sccnxp.c;(CONFIG_SERIAL_SCCNXP_CONSOLE) && (CONFIG_MAGIC_SYSRQ);((CONFIG_SERIAL_SCCNXP || CONFIG_SERIAL_SCCNXP_MODULE));14;0
nesting depends candidate;./drivers/tty/serial/sccnxp.c;CONFIG_SERIAL_SCCNXP_CONSOLE;((CONFIG_SERIAL_SCCNXP || CONFIG_SERIAL_SCCNXP_MODULE));121;0
nesting depends candidate;./drivers/tty/serial/sccnxp.c;CONFIG_SERIAL_SCCNXP_CONSOLE;((CONFIG_SERIAL_SCCNXP || CONFIG_SERIAL_SCCNXP_MODULE));799;0
nesting depends candidate;./drivers/tty/serial/sccnxp.c;CONFIG_SERIAL_SCCNXP_CONSOLE;((CONFIG_SERIAL_SCCNXP || CONFIG_SERIAL_SCCNXP_MODULE));926;0
nesting depends candidate;./drivers/tty/serial/earlycon-arm-semihost.c;CONFIG_THUMB2_KERNEL;(CONFIG_SERIAL_EARLYCON_ARM_SEMIHOST);26;0
nesting depends candidate;./drivers/tty/serial/earlycon-arm-semihost.c;CONFIG_ARM64;(CONFIG_SERIAL_EARLYCON_ARM_SEMIHOST);37;0
nesting depends candidate;./drivers/tty/serial/sn_console.c;CONFIG_MAGIC_SYSRQ;(CONFIG_SERIAL_SGI_L1_CONSOLE);83;0
nesting depends candidate;./drivers/tty/serial/sn_console.c;CONFIG_MAGIC_SYSRQ;(CONFIG_SERIAL_SGI_L1_CONSOLE);475;0
nesting depends candidate;./drivers/tty/serial/nwpserial.c;CONFIG_SERIAL_OF_PLATFORM_NWPSERIAL_CONSOLE;((CONFIG_SERIAL_OF_PLATFORM_NWPSERIAL || CONFIG_SERIAL_OF_PLATFORM_NWPSERIAL_MODULE));58;0
nesting depends candidate;./drivers/tty/serial/nwpserial.c;CONFIG_SERIAL_OF_PLATFORM_NWPSERIAL_CONSOLE;((CONFIG_SERIAL_OF_PLATFORM_NWPSERIAL || CONFIG_SERIAL_OF_PLATFORM_NWPSERIAL_MODULE));431;0
nesting depends candidate;./drivers/tty/serial/max310x.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_MAX310X || CONFIG_SERIAL_MAX310X_MODULE));273;0
nesting depends candidate;./drivers/tty/serial/max310x.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_MAX310X || CONFIG_SERIAL_MAX310X_MODULE));1035;0
nesting depends candidate;./drivers/tty/serial/max310x.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_MAX310X || CONFIG_SERIAL_MAX310X_MODULE));1174;0
nesting depends candidate;./drivers/tty/serial/max310x.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_MAX310X || CONFIG_SERIAL_MAX310X_MODULE));1235;0
nesting depends candidate;./drivers/tty/serial/max310x.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_MAX310X || CONFIG_SERIAL_MAX310X_MODULE));1253;0
nesting depends candidate;./drivers/tty/serial/max310x.c;CONFIG_SPI_MASTER;((CONFIG_SERIAL_MAX310X || CONFIG_SERIAL_MAX310X_MODULE));1290;0
nesting depends candidate;./drivers/tty/serial/vr41xx_siu.c;(CONFIG_SERIAL_VR41XX_CONSOLE) && (CONFIG_MAGIC_SYSRQ);((CONFIG_SERIAL_VR41XX || CONFIG_SERIAL_VR41XX_MODULE));23;0
nesting depends candidate;./drivers/tty/serial/vr41xx_siu.c;CONFIG_SERIAL_VR41XX_CONSOLE;((CONFIG_SERIAL_VR41XX || CONFIG_SERIAL_VR41XX_MODULE));68;0
nesting depends candidate;./drivers/tty/serial/vr41xx_siu.c;CONFIG_SERIAL_VR41XX_CONSOLE;((CONFIG_SERIAL_VR41XX || CONFIG_SERIAL_VR41XX_MODULE));327;0
nesting depends candidate;./drivers/tty/serial/vr41xx_siu.c;CONFIG_SERIAL_VR41XX_CONSOLE;((CONFIG_SERIAL_VR41XX || CONFIG_SERIAL_VR41XX_MODULE));734;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;(CONFIG_SERIAL_XILINX_PS_UART_CONSOLE) && (CONFIG_MAGIC_SYSRQ);((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));17;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_COMMON_CLK;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));411;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));943;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));1010;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_SERIAL_XILINX_PS_UART_CONSOLE;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));1055;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_SERIAL_XILINX_PS_UART_CONSOLE;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));1205;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_PM_SLEEP;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));1210;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_COMMON_CLK;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));1390;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_COMMON_CLK;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));1431;0
nesting depends candidate;./drivers/tty/serial/xilinx_uartps.c;CONFIG_COMMON_CLK;((CONFIG_SERIAL_XILINX_PS_UART || CONFIG_SERIAL_XILINX_PS_UART_MODULE));1456;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIO;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));33;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;(CONFIG_SERIAL_SUNSU_CONSOLE) && (CONFIG_MAGIC_SYSRQ);((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));46;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIO;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));101;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;! CONFIG_SPARC64;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));126;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIAL_8250_RSA;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));188;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIO;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));511;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIO;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));525;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIAL_8250_RSA;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));638;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIAL_8250_RSA;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));761;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIAL_8250_RSA;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));824;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIO;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));985;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIAL_8250_RSA;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));1172;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIO;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));1198;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIO;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));1221;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIAL_SUNSU_CONSOLE;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));1258;0
nesting depends candidate;./drivers/tty/serial/sunsu.c;CONFIG_SERIO;((CONFIG_SERIAL_SUNSU || CONFIG_SERIAL_SUNSU_MODULE));1516;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;(CONFIG_SERIAL_TXX9_CONSOLE) && (CONFIG_MAGIC_SYSRQ);(CONFIG_SERIAL_TXX9);18;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;!(CONFIG_SERIAL_TXX9_STDSERIAL);(CONFIG_SERIAL_TXX9);41;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;CONFIG_PCI;(CONFIG_SERIAL_TXX9);57;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;(CONFIG_SERIAL_TXX9_CONSOLE) || (CONFIG_CONSOLE_POLL);(CONFIG_SERIAL_TXX9);462;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;CONFIG_CONSOLE_POLL;(CONFIG_SERIAL_TXX9);485;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;CONFIG_SERIAL_TXX9_CONSOLE;(CONFIG_SERIAL_TXX9);609;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;CONFIG_SERIAL_TXX9_CONSOLE;(CONFIG_SERIAL_TXX9);835;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;CONFIG_CONSOLE_POLL;(CONFIG_SERIAL_TXX9);864;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;CONFIG_SERIAL_TXX9_CONSOLE;(CONFIG_SERIAL_TXX9);888;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;CONFIG_PM;(CONFIG_SERIAL_TXX9);1129;0
nesting depends candidate;./drivers/tty/serial/serial_txx9.c;CONFIG_PM;(CONFIG_SERIAL_TXX9);1162;0
nesting depends candidate;./drivers/tty/serial/mcf.c;(CONFIG_M5272);(CONFIG_SERIAL_MCF);203;0
nesting depends candidate;./drivers/tty/serial/mcf.c;(CONFIG_M5272);(CONFIG_SERIAL_MCF);209;0
nesting depends candidate;./drivers/tty/serial/mcf.c;(CONFIG_M5272);(CONFIG_SERIAL_MCF);273;0
nesting depends candidate;./drivers/tty/serial/mcf.c;(CONFIG_SERIAL_MCF_CONSOLE);(CONFIG_SERIAL_MCF);491;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));328;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1082;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1179;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1243;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_GPIOLIB;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1263;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_SERIAL_SC16IS7XX_SPI;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1303;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_SERIAL_SC16IS7XX_I2C;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1373;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_SERIAL_SC16IS7XX_I2C;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1440;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_SERIAL_SC16IS7XX_SPI;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1448;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_SERIAL_SC16IS7XX_I2C;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1461;0
nesting depends candidate;./drivers/tty/serial/sc16is7xx.c;CONFIG_SERIAL_SC16IS7XX_SPI;((CONFIG_SERIAL_SC16IS7XX_CORE || CONFIG_SERIAL_SC16IS7XX_CORE_MODULE));1465;0
nesting depends candidate;./drivers/tty/serial/apbuart.c;(CONFIG_SERIAL_GRLIB_GAISLER_APBUART_CONSOLE) && (CONFIG_MAGIC_SYSRQ);((CONFIG_SERIAL_GRLIB_GAISLER_APBUART || CONFIG_SERIAL_GRLIB_GAISLER_APBUART_MODULE));13;0
nesting depends candidate;./drivers/tty/serial/apbuart.c;CONFIG_SERIAL_GRLIB_GAISLER_APBUART_CONSOLE;((CONFIG_SERIAL_GRLIB_GAISLER_APBUART || CONFIG_SERIAL_GRLIB_GAISLER_APBUART_MODULE));419;0
nesting depends candidate;./drivers/tty/serial/bcm63xx_uart.c;(CONFIG_SERIAL_BCM63XX_CONSOLE) && (CONFIG_MAGIC_SYSRQ);((CONFIG_SERIAL_BCM63XX || CONFIG_SERIAL_BCM63XX_MODULE));16;0
nesting depends candidate;./drivers/tty/serial/bcm63xx_uart.c;CONFIG_SERIAL_BCM63XX_CONSOLE;((CONFIG_SERIAL_BCM63XX || CONFIG_SERIAL_BCM63XX_MODULE));655;0
nesting depends candidate;./drivers/tty/serial/arc_uart.c;(CONFIG_SERIAL_ARC_CONSOLE) && (CONFIG_MAGIC_SYSRQ);((CONFIG_SERIAL_ARC || CONFIG_SERIAL_ARC_MODULE));27;0
nesting depends candidate;./drivers/tty/serial/arc_uart.c;CONFIG_SERIAL_ARC_CONSOLE;((CONFIG_SERIAL_ARC || CONFIG_SERIAL_ARC_MODULE));111;0
nesting depends candidate;./drivers/tty/serial/arc_uart.c;CONFIG_SERIAL_ARC_CONSOLE;((CONFIG_SERIAL_ARC || CONFIG_SERIAL_ARC_MODULE));124;0
nesting depends candidate;./drivers/tty/serial/arc_uart.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_ARC || CONFIG_SERIAL_ARC_MODULE));445;0
nesting depends candidate;./drivers/tty/serial/arc_uart.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_ARC || CONFIG_SERIAL_ARC_MODULE));483;0
nesting depends candidate;./drivers/tty/serial/arc_uart.c;CONFIG_SERIAL_ARC_CONSOLE;((CONFIG_SERIAL_ARC || CONFIG_SERIAL_ARC_MODULE));489;0
nesting depends candidate;./drivers/tty/serial/tilegx.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_TILEGX || CONFIG_SERIAL_TILEGX_MODULE));567;0
nesting depends candidate;./drivers/tty/serial/tilegx.c;CONFIG_CONSOLE_POLL;((CONFIG_SERIAL_TILEGX || CONFIG_SERIAL_TILEGX_MODULE));618;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;(CONFIG_SERIAL_ATMEL_CONSOLE) && (CONFIG_MAGIC_SYSRQ);(CONFIG_SERIAL_ATMEL);68;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_SERIAL_ATMEL_TTYAT;(CONFIG_SERIAL_ATMEL);79;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;(CONFIG_OF);(CONFIG_SERIAL_ATMEL);187;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_AVR32;(CONFIG_SERIAL_ATMEL);213;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_SERIAL_ATMEL_PDC;(CONFIG_SERIAL_ATMEL);240;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_CONSOLE_POLL;(CONFIG_SERIAL_ATMEL);2313;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_CONSOLE_POLL;(CONFIG_SERIAL_ATMEL);2351;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_SERIAL_ATMEL_CONSOLE;(CONFIG_SERIAL_ATMEL);2429;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_PM;(CONFIG_SERIAL_ATMEL);2623;0
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_ARCH_AT91;(CONFIG_SERIAL_ATMEL) && (CONFIG_PM);2626;2623
nesting depends candidate;./drivers/tty/serial/atmel_serial.c;CONFIG_SERIAL_ATMEL_CONSOLE;(CONFIG_SERIAL_ATMEL);2816;0
nesting depends candidate;./drivers/tty/serial/sa1100.c;(CONFIG_SERIAL_SA1100_CONSOLE) && (CONFIG_MAGIC_SYSRQ);(CONFIG_SERIAL_SA1100);23;0
nesting depends candidate;./drivers/tty/serial/sa1100.c;CONFIG_SERIAL_SA1100_CONSOLE;(CONFIG_SERIAL_SA1100);705;0
nesting depends candidate;./drivers/tty/serial/pnx8xxx_uart.c;(CONFIG_SERIAL_PNX8XXX_CONSOLE) && (CONFIG_MAGIC_SYSRQ);(CONFIG_SERIAL_PNX8XXX);17;0
nesting depends candidate;./drivers/tty/serial/pnx8xxx_uart.c;CONFIG_SERIAL_PNX8XXX_CONSOLE;(CONFIG_SERIAL_PNX8XXX);676;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_FAST_TIMER;(CONFIG_ETRAX_SERIAL);48;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;! CONFIG_ETRAX_FAST_TIMER;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_FAST_TIMER);49;48
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_SERIAL_RX_TIMEOUT_TICKS) &&            (CONFIG_ETRAX_SERIAL_RX_TIMEOUT_TICKS == 0);(CONFIG_ETRAX_SERIAL);54;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;! CONFIG_ETRAX_SERIAL_RX_TIMEOUT_TICKS;(CONFIG_ETRAX_SERIAL);145;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_RS485;(CONFIG_ETRAX_SERIAL);160;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT0;(CONFIG_ETRAX_SERIAL);213;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT1;(CONFIG_ETRAX_SERIAL);216;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT2;(CONFIG_ETRAX_SERIAL);219;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT3;(CONFIG_ETRAX_SERIAL);222;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT0;(CONFIG_ETRAX_SERIAL);249;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT0_DMA6_OUT;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_PORT0);251;249
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT0_DMA7_IN;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_PORT0);264;249
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT1;(CONFIG_ETRAX_SERIAL);301;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT1_DMA8_OUT;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_PORT1);304;301
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT1_DMA9_IN;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_PORT1);317;301
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT2;(CONFIG_ETRAX_SERIAL);356;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT2_DMA2_OUT;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_PORT2);359;356
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT2_DMA3_IN;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_PORT2);372;356
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT3;(CONFIG_ETRAX_SERIAL);409;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT3_DMA4_OUT;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_PORT3);412;409
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT3_DMA5_IN;(CONFIG_ETRAX_SERIAL) && (CONFIG_ETRAX_SERIAL_PORT3);425;409
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_FAST_TIMER;(CONFIG_ETRAX_SERIAL);450;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485);(CONFIG_ETRAX_SERIAL);455;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_FAST_TIMER;(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));456;455
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485_ON_PA);(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));459;455
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT0;(CONFIG_ETRAX_SERIAL);489;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT1;(CONFIG_ETRAX_SERIAL);544;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT2;(CONFIG_ETRAX_SERIAL);598;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_PORT3;(CONFIG_ETRAX_SERIAL);652;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_SER0_DTR_RI_DSR_CD_MIXED) ||     (CONFIG_ETRAX_SER1_DTR_RI_DSR_CD_MIXED) ||     (CONFIG_ETRAX_SER2_DTR_RI_DSR_CD_MIXED) ||     (CONFIG_ETRAX_SER3_DTR_RI_DSR_CD_MIXED);(CONFIG_ETRAX_SERIAL);707;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485);(CONFIG_ETRAX_SERIAL);1329;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485_ON_PA);(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));1336;1329
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_FAST_TIMER;(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));1375;1329
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485_DISABLE_RECEIVER);(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_FAST_TIMER) && ((CONFIG_ETRAX_RS485)));1383;1375
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485) && (CONFIG_ETRAX_FAST_TIMER);(CONFIG_ETRAX_SERIAL);1559;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_FAST_TIMER;(CONFIG_ETRAX_SERIAL);1604;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_SERIAL_FAST_TIMER;(CONFIG_ETRAX_SERIAL);2042;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485);(CONFIG_ETRAX_SERIAL);3020;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_FAST_TIMER;(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));3028;3020
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485_DISABLE_RECEIVER);(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));3034;3020
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485);(CONFIG_ETRAX_SERIAL);3045;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_ETRAX_FAST_TIMER;(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));3058;3045
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485_DISABLE_RECEIVER);(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));3069;3045
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485);(CONFIG_ETRAX_SERIAL);3472;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485);(CONFIG_ETRAX_SERIAL);3662;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;(CONFIG_ETRAX_RS485_ON_PA);(CONFIG_ETRAX_SERIAL) && ((CONFIG_ETRAX_RS485));3665;3662
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_PROC_FS;(CONFIG_ETRAX_SERIAL);3984;0
nesting depends candidate;./drivers/tty/serial/crisv10.c;CONFIG_PROC_FS;(CONFIG_ETRAX_SERIAL);4132;0
