variable;solutions
CONFIG_USB_WUSB_CBAF;!CONFIG_USB_GADGET !CONFIG_USB_WUSB !CONFIG_USB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE !CONFIG_PCI !CONFIG_USB_WUSB_MODULE CONFIG_USB ;!CONFIG_USB_WUSB !CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE CONFIG_PCI !CONFIG_USB_WUSB_MODULE CONFIG_USB CONFIG_USB_PHY ;!CONFIG_USB_GADGET !CONFIG_USB_WUSB !CONFIG_USB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE CONFIG_PCI !CONFIG_USB_WUSB_MODULE CONFIG_USB !CONFIG_USB_PHY ;CONFIG_USB_GADGET !CONFIG_USB_WUSB !CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE !CONFIG_USB_WUSB_MODULE CONFIG_USB !CONFIG_USB_PHY ;!CONFIG_USB_GADGET !CONFIG_USB_WUSB CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE CONFIG_PCI !CONFIG_USB_WUSB_MODULE CONFIG_USB CONFIG_USB_PHY ;CONFIG_USB_GADGET !CONFIG_USB_WUSB !CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE !CONFIG_PCI !CONFIG_USB_WUSB_MODULE CONFIG_USB CONFIG_USB_PHY 
CONFIG_MMC_SDHCI_MODULE;!CONFIG_LEDS_CLASS_MODULE 
CONFIG_VLAN_8021Q_MVRP;!CONFIG_VLAN_8021Q CONFIG_VLAN_8021Q_MODULE 
CONFIG_MMC_RICOH_MMC;CONFIG_PCI !CONFIG_PCI_QUIRKS 
CONFIG_ACPI_APEI_MEMORY_FAILURE;CONFIG_ACPI CONFIG_ACPI_APEI !CONFIG_ACPI_APEI_GHES 
CONFIG_CRYPTO_MD5;!CONFIG_IP_SCTP_MODULE !CONFIG_SYSCTL ;!CONFIG_IP_SCTP_MODULE !CONFIG_IP_SCTP CONFIG_SYSCTL ;CONFIG_IP_SCTP_MODULE !CONFIG_IP_SCTP !CONFIG_SYSCTL 
CONFIG_STM_SOURCE_CONSOLE;!CONFIG_STM !CONFIG_STM_MODULE !CONFIG_STM_SOURCE_CONSOLE_MODULE 
CONFIG_RFKILL_REGULATOR_MODULE;!CONFIG_RFKILL_REGULATOR !CONFIG_RFKILL_MODULE !CONFIG_RFKILL 
CONFIG_RFKILL_REGULATOR;!CONFIG_RFKILL_MODULE !CONFIG_RFKILL_REGULATOR_MODULE !CONFIG_RFKILL 
CONFIG_OMAP_CONTROL_PHY_MODULE;!CONFIG_OMAP_CONTROL_PHY !CONFIG_GENERIC_PHY 
CONFIG_CRYPTO_SHA256_MODULE;!CONFIG_IP_SCTP_MODULE !CONFIG_IP_SCTP !CONFIG_CRYPTO_SHA256 
CONFIG_DVB_DUMMY_FE;!CONFIG_DVB_CORE !CONFIG_DVB_DUMMY_FE_MODULE !CONFIG_DVB_CORE_MODULE 
CONFIG_CRYPTO_SHA256;!CONFIG_IP_SCTP_MODULE !CONFIG_CRYPTO_SHA256_MODULE !CONFIG_IP_SCTP 
CONFIG_ATH_TRACEPOINTS;!CONFIG_ATH_COMMON_MODULE CONFIG_ATH_CARDS !CONFIG_ATH_CARDS_MODULE !CONFIG_ATH_COMMON CONFIG_WLAN ;!CONFIG_ATH_COMMON_MODULE !CONFIG_ATH_CARDS CONFIG_ATH_CARDS_MODULE !CONFIG_ATH_COMMON CONFIG_WLAN 
CONFIG_USB_MUSB_HOST;!CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_MODULE !CONFIG_USB_MUSB_DUAL_ROLE !CONFIG_USB_MUSB_SUNXI CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE !CONFIG_USB_MUSB_HDRC ;CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_GADGET_MODULE CONFIG_USB_MODULE !CONFIG_USB_MUSB_DUAL_ROLE !CONFIG_USB_MUSB_SUNXI !CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE !CONFIG_USB_PHY !CONFIG_USB_MUSB_HDRC ;CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_MUSB_DUAL_ROLE !CONFIG_USB_MUSB_SUNXI CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE !CONFIG_USB_MUSB_HDRC ;!CONFIG_USB_GADGET !CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_MODULE !CONFIG_USB_MUSB_DUAL_ROLE !CONFIG_USB_MUSB_SUNXI CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE CONFIG_USB_MUSB_HDRC ;CONFIG_USB_GADGET !CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_MUSB_DUAL_ROLE !CONFIG_USB_MUSB_SUNXI CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE CONFIG_USB_MUSB_HDRC ;CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_GADGET_MODULE CONFIG_USB_MODULE !CONFIG_USB_MUSB_DUAL_ROLE !CONFIG_USB_MUSB_SUNXI !CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE CONFIG_USB_PHY !CONFIG_USB_MUSB_HDRC ;!CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE CONFIG_USB_MODULE !CONFIG_USB_MUSB_DUAL_ROLE !CONFIG_USB_MUSB_SUNXI !CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE CONFIG_USB_PHY !CONFIG_USB_MUSB_HDRC ;!CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE CONFIG_USB_GADGET_MODULE CONFIG_USB_MODULE !CONFIG_USB_MUSB_DUAL_ROLE !CONFIG_USB_MUSB_SUNXI !CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE !CONFIG_USB_PHY !CONFIG_USB_MUSB_HDRC 
CONFIG_HID_PID;!CONFIG_HID_MODULE !CONFIG_USB_KBD !CONFIG_USB_MOUSE !CONFIG_USB_HID CONFIG_HID !CONFIG_USB_HID_MODULE CONFIG_USB_KBD_MODULE ;!CONFIG_HID_MODULE CONFIG_USB_KBD !CONFIG_USB_MOUSE !CONFIG_USB_HID !CONFIG_USB_HID_MODULE !CONFIG_USB_KBD_MODULE ;CONFIG_HID_MODULE !CONFIG_USB_MOUSE !CONFIG_USB_HID !CONFIG_HID !CONFIG_USB_HID_MODULE !CONFIG_USB_KBD_MODULE ;!CONFIG_HID_MODULE CONFIG_USB_MOUSE !CONFIG_USB_HID !CONFIG_USB_HID_MODULE !CONFIG_USB_MOUSE_MODULE !CONFIG_USB_KBD_MODULE ;CONFIG_HID_MODULE CONFIG_USB_MOUSE !CONFIG_USB_HID !CONFIG_HID !CONFIG_USB_HID_MODULE !CONFIG_USB_MOUSE_MODULE !CONFIG_USB_KBD_MODULE ;!CONFIG_HID_MODULE !CONFIG_USB_KBD !CONFIG_USB_MOUSE !CONFIG_USB_HID !CONFIG_HID !CONFIG_USB_HID_MODULE !CONFIG_USB_MOUSE_MODULE ;!CONFIG_USB_KBD !CONFIG_USB_MOUSE !CONFIG_USB_HID !CONFIG_HID !CONFIG_USB_HID_MODULE CONFIG_USB_MOUSE_MODULE CONFIG_USB_KBD_MODULE ;CONFIG_HID_MODULE !CONFIG_USB_KBD !CONFIG_USB_HID !CONFIG_HID !CONFIG_USB_HID_MODULE !CONFIG_USB_MOUSE_MODULE CONFIG_USB_KBD_MODULE ;!CONFIG_HID_MODULE !CONFIG_USB_KBD CONFIG_USB_MOUSE !CONFIG_USB_HID !CONFIG_USB_HID_MODULE !CONFIG_USB_MOUSE_MODULE CONFIG_USB_KBD_MODULE ;!CONFIG_HID_MODULE !CONFIG_USB_KBD !CONFIG_USB_MOUSE !CONFIG_USB_HID !CONFIG_USB_HID_MODULE CONFIG_USB_MOUSE_MODULE !CONFIG_USB_KBD_MODULE ;!CONFIG_HID_MODULE !CONFIG_USB_KBD !CONFIG_USB_MOUSE !CONFIG_USB_HID CONFIG_HID !CONFIG_USB_HID_MODULE !CONFIG_USB_MOUSE_MODULE !CONFIG_USB_KBD_MODULE 
CONFIG_DEBUG_VM_VMACACHE;!CONFIG_VM_EVENT_COUNTERS ;!CONFIG_PROC_FS CONFIG_VM_EVENT_COUNTERS !CONFIG_NUMA !CONFIG_SYSFS 
CONFIG_TRACEPOINT_BENCHMARK;!CONFIG_TRACEPOINTS !CONFIG_RING_BUFFER !CONFIG_TRACING !CONFIG_FUNCTION_TRACER !CONFIG_TRACE_CLOCK 
CONFIG_NET_VENDOR_SAMSUNG;CONFIG_ETHERNET !CONFIG_SXGBE_ETH !CONFIG_SXGBE_ETH_MODULE 
CONFIG_STM_SOURCE_CONSOLE_MODULE;!CONFIG_STM !CONFIG_STM_MODULE !CONFIG_STM_SOURCE_CONSOLE 
CONFIG_OMAP_CONTROL_PHY;!CONFIG_GENERIC_PHY !CONFIG_OMAP_CONTROL_PHY_MODULE 
CONFIG_RTLLIB_CRYPTO_WEP_MODULE;!CONFIG_RTLLIB_CRYPTO_WEP !CONFIG_RTL8192E !CONFIG_RTL8192E_MODULE CONFIG_STAGING 
CONFIG_NET_VENDOR_AURORA;CONFIG_ETHERNET !CONFIG_AURORA_NB8800_MODULE !CONFIG_AURORA_NB8800 
CONFIG_VHOST_CROSS_ENDIAN_LEGACY;!CONFIG_VHOST !CONFIG_VHOST_MODULE !CONFIG_VHOST_RING_MODULE ;!CONFIG_VHOST_RING !CONFIG_VHOST !CONFIG_VHOST_MODULE CONFIG_VHOST_RING_MODULE 
CONFIG_USB_MUSB_DUAL_ROLE;CONFIG_USB_GADGET !CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_MUSB_HOST !CONFIG_USB_MUSB_SUNXI CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE CONFIG_USB_MUSB_HDRC ;!CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE CONFIG_USB_GADGET_MODULE CONFIG_USB_MODULE !CONFIG_USB_MUSB_HOST !CONFIG_USB_MUSB_SUNXI !CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE !CONFIG_USB_MUSB_HDRC ;!CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_MUSB_HOST !CONFIG_USB_MUSB_SUNXI CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE !CONFIG_USB_MUSB_HDRC ;CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_GADGET_MODULE !CONFIG_USB_MODULE !CONFIG_USB_MUSB_HOST !CONFIG_USB_MUSB_SUNXI CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE !CONFIG_USB_MUSB_HDRC ;CONFIG_USB_GADGET CONFIG_USB_MUSB_HDRC_MODULE !CONFIG_USB_GADGET_MODULE CONFIG_USB_MODULE !CONFIG_USB_MUSB_HOST !CONFIG_USB_MUSB_SUNXI !CONFIG_USB !CONFIG_USB_MUSB_SUNXI_MODULE !CONFIG_USB_MUSB_HDRC 
CONFIG_NET_VENDOR_AGERE;CONFIG_ETHERNET !CONFIG_ET131X_MODULE !CONFIG_ET131X 
CONFIG_X86_REROUTE_FOR_BROKEN_BOOT_IRQS;!CONFIG_PCI 
CONFIG_RADIO_SI470X;CONFIG_VIDEO_DEV_MODULE !CONFIG_I2C_SI470X !CONFIG_VIDEO_DEV !CONFIG_I2C_SI470X_MODULE !CONFIG_USB_SI470X !CONFIG_USB_SI470X_MODULE ;!CONFIG_VIDEO_DEV_MODULE !CONFIG_I2C_SI470X CONFIG_VIDEO_DEV !CONFIG_I2C_SI470X_MODULE !CONFIG_USB_SI470X !CONFIG_USB_SI470X_MODULE 
CONFIG_RAID_ATTRS;!CONFIG_SCSI !CONFIG_SCSI_MODULE !CONFIG_RAID_ATTRS_MODULE 
CONFIG_CRYPTO_HMAC_MODULE;!CONFIG_CRYPTO_HMAC !CONFIG_BLK_DEV_DRBD !CONFIG_BLK_DEV_DRBD_MODULE 
CONFIG_W1_CON;!CONFIG_CONNECTOR CONFIG_W1 CONFIG_CONNECTOR_MODULE !CONFIG_W1_MODULE 
CONFIG_RCU_TORTURE_TEST_SLOW_CLEANUP;!CONFIG_TREE_RCU !CONFIG_PREEMPT_RCU 
CONFIG_RAID_ATTRS_MODULE;!CONFIG_SCSI !CONFIG_SCSI_MODULE !CONFIG_RAID_ATTRS 
CONFIG_CRYPTO_HMAC;!CONFIG_BLK_DEV_DRBD !CONFIG_CRYPTO_HMAC_MODULE !CONFIG_BLK_DEV_DRBD_MODULE 
CONFIG_DEBUG_OBJECTS_PERCPU_COUNTER;!CONFIG_SMP 
CONFIG_KVM_DEBUG_FS;CONFIG_KVM_GUEST CONFIG_QUEUED_SPINLOCKS ;CONFIG_KVM_GUEST !CONFIG_QUEUED_SPINLOCKS !CONFIG_PARAVIRT_SPINLOCKS 
CONFIG_PROC_CHILDREN;!CONFIG_PROC_FS 
CONFIG_DPM_WATCHDOG;!CONFIG_PM_SLEEP 
CONFIG_CPU_FREQ_DEFAULT_GOV_PERFORMANCE;!CONFIG_X86_INTEL_PSTATE CONFIG_CPU_FREQ 
CONFIG_RCU_TORTURE_TEST_SLOW_PREINIT;!CONFIG_TREE_RCU !CONFIG_PREEMPT_RCU 
CONFIG_WATCHDOG_NOWAYOUT;!CONFIG_KS8695_WATCHDOG !CONFIG_KS8695_WATCHDOG_MODULE CONFIG_WATCHDOG !CONFIG_AT91RM9200_WATCHDOG !CONFIG_AT91RM9200_WATCHDOG_MODULE 
CONFIG_NF_CONNTRACK_PROC_COMPAT;!CONFIG_NF_CT_PROTO_SCTP_MODULE CONFIG_NETFILTER !CONFIG_SYSCTL ;!CONFIG_NF_CT_PROTO_SCTP_MODULE CONFIG_NETFILTER CONFIG_SYSCTL !CONFIG_NF_CT_PROTO_SCTP ;CONFIG_NF_CT_PROTO_SCTP_MODULE CONFIG_NETFILTER !CONFIG_SYSCTL !CONFIG_NF_CT_PROTO_SCTP 
CONFIG_BUG;!CONFIG_WIMAX_MODULE !CONFIG_WIMAX !CONFIG_NET 
CONFIG_NF_CONNTRACK_TIMESTAMP;!CONFIG_NF_CT_NETLINK CONFIG_NETFILTER !CONFIG_NF_CT_NETLINK_MODULE 
CONFIG_GOOGLE_FIRMWARE;!CONFIG_GOOGLE_MEMCONSOLE_MODULE !CONFIG_GOOGLE_SMI !CONFIG_GOOGLE_MEMCONSOLE !CONFIG_GOOGLE_SMI_MODULE 
CONFIG_PCI_REALLOC_ENABLE_AUTO;CONFIG_PCI !CONFIG_PCI_IOV 
CONFIG_DEBUG_TLBFLUSH;CONFIG_SMP !CONFIG_VM_EVENT_COUNTERS CONFIG_NUMA ;!CONFIG_PROC_FS CONFIG_VM_EVENT_COUNTERS !CONFIG_NUMA !CONFIG_SYSFS ;!CONFIG_VM_EVENT_COUNTERS !CONFIG_NUMA 
CONFIG_SCSI_CONSTANTS;CONFIG_SCSI !CONFIG_SCSI_MODULE !CONFIG_SCSI_SPI_ATTRS_MODULE !CONFIG_SCSI_SPI_ATTRS ;!CONFIG_SCSI CONFIG_SCSI_MODULE !CONFIG_SCSI_SPI_ATTRS_MODULE !CONFIG_SCSI_SPI_ATTRS 
CONFIG_PCI_DEBUG;CONFIG_PCI !CONFIG_PCI_RCAR_GEN2 
CONFIG_EDAC_DEBUG;CONFIG_EDAC !CONFIG_EDAC_I7300_MODULE !CONFIG_EDAC_CPC925 !CONFIG_EDAC_I7300 !CONFIG_EDAC_CPC925_MODULE 
CONFIG_MEMSTICK_UNSAFE_RESUME;CONFIG_MEMSTICK CONFIG_MSPRO_BLOCK_MODULE !CONFIG_MEMSTICK_MODULE !CONFIG_MS_BLOCK !CONFIG_MSPRO_BLOCK !CONFIG_PM ;!CONFIG_MEMSTICK !CONFIG_MSPRO_BLOCK_MODULE CONFIG_MEMSTICK_MODULE !CONFIG_MS_BLOCK !CONFIG_MS_BLOCK_MODULE !CONFIG_MSPRO_BLOCK ;!CONFIG_MEMSTICK CONFIG_MEMSTICK_MODULE !CONFIG_MS_BLOCK CONFIG_MS_BLOCK_MODULE !CONFIG_MSPRO_BLOCK !CONFIG_PM ;CONFIG_MEMSTICK !CONFIG_MSPRO_BLOCK_MODULE !CONFIG_MEMSTICK_MODULE !CONFIG_MS_BLOCK !CONFIG_MS_BLOCK_MODULE !CONFIG_MSPRO_BLOCK ;CONFIG_MEMSTICK !CONFIG_MSPRO_BLOCK_MODULE !CONFIG_MEMSTICK_MODULE !CONFIG_MS_BLOCK CONFIG_MS_BLOCK_MODULE !CONFIG_PM ;!CONFIG_MEMSTICK CONFIG_MSPRO_BLOCK_MODULE CONFIG_MEMSTICK_MODULE !CONFIG_MS_BLOCK !CONFIG_MS_BLOCK_MODULE !CONFIG_MSPRO_BLOCK !CONFIG_PM ;CONFIG_MEMSTICK !CONFIG_MSPRO_BLOCK_MODULE !CONFIG_MEMSTICK_MODULE !CONFIG_MS_BLOCK_MODULE CONFIG_MSPRO_BLOCK !CONFIG_PM ;CONFIG_MEMSTICK !CONFIG_MEMSTICK_MODULE CONFIG_MS_BLOCK !CONFIG_MS_BLOCK_MODULE !CONFIG_MSPRO_BLOCK !CONFIG_PM 
CONFIG_LEGACY_VSYSCALL_NONE;!CONFIG_LEGACY_VSYSCALL_NATIVE !CONFIG_X86_VSYSCALL_EMULATION 
CONFIG_RCU_TORTURE_TEST_SLOW_INIT;!CONFIG_TREE_RCU !CONFIG_PREEMPT_RCU 
CONFIG_I2C_DEBUG_BUS;!CONFIG_I2C_IMX !CONFIG_I2C_IMX_MODULE 
CONFIG_LEGACY_VSYSCALL_NATIVE;!CONFIG_LEGACY_VSYSCALL_NONE !CONFIG_X86_VSYSCALL_EMULATION 
CONFIG_FB_TILEBLITTING;!CONFIG_FRAMEBUFFER_CONSOLE !CONFIG_FRAMEBUFFER_CONSOLE_MODULE 
CONFIG_ATH_DEBUG;!CONFIG_ATH_COMMON_MODULE CONFIG_ATH_CARDS !CONFIG_ATH9K_MODULE !CONFIG_ATH_CARDS_MODULE !CONFIG_ATH9K_DEBUGFS !CONFIG_ATH9K_HW !CONFIG_ATH9K !CONFIG_ATH_COMMON CONFIG_WLAN !CONFIG_ATH9K_HW_MODULE ;!CONFIG_ATH_COMMON_MODULE !CONFIG_ATH_CARDS !CONFIG_ATH9K_MODULE CONFIG_ATH_CARDS_MODULE !CONFIG_ATH9K_DEBUGFS !CONFIG_ATH9K_HW !CONFIG_ATH9K !CONFIG_ATH_COMMON CONFIG_WLAN !CONFIG_ATH9K_HW_MODULE 
CONFIG_ATH5K_PCI;CONFIG_ATH_CARDS !CONFIG_ATH_CARDS_MODULE CONFIG_WLAN !CONFIG_ATH5K_MODULE !CONFIG_ATH5K ;!CONFIG_ATH_CARDS CONFIG_ATH_CARDS_MODULE CONFIG_WLAN !CONFIG_ATH5K_MODULE !CONFIG_ATH5K 
CONFIG_DVB_AU8522_V4L_MODULE;!CONFIG_DVB_CORE !CONFIG_DVB_AU8522_V4L !CONFIG_DVB_CORE_MODULE 
CONFIG_NET_VENDOR_SILAN;CONFIG_ETHERNET !CONFIG_SC92031_MODULE !CONFIG_SC92031 
CONFIG_NET_VENDOR_RDC;CONFIG_ETHERNET !CONFIG_R6040 !CONFIG_R6040_MODULE 
CONFIG_LIB80211_DEBUG;!CONFIG_LIB80211_CRYPT_TKIP_MODULE CONFIG_WIRELESS !CONFIG_LIB80211_CRYPT_CCMP_MODULE !CONFIG_LIB80211_CRYPT_CCMP !CONFIG_LIB80211_CRYPT_TKIP 
CONFIG_MPLS;!CONFIG_NET_MPLS_GSO_MODULE !CONFIG_MPLS_ROUTING !CONFIG_MPLS_IPTUNNEL_MODULE !CONFIG_MPLS_IPTUNNEL !CONFIG_MPLS_ROUTING_MODULE !CONFIG_NET_MPLS_GSO 
CONFIG_NET_VENDOR_SYNOPSYS;CONFIG_ETHERNET !CONFIG_SYNOPSYS_DWC_ETH_QOS_MODULE !CONFIG_SYNOPSYS_DWC_ETH_QOS 
CONFIG_DVB_AU8522_V4L;!CONFIG_DVB_CORE !CONFIG_DVB_AU8522_V4L_MODULE !CONFIG_DVB_CORE_MODULE 
CONFIG_ATH9K_PCOEM;CONFIG_ATH_CARDS !CONFIG_ATH9K_MODULE !CONFIG_ATH9K_PCI !CONFIG_ATH_CARDS_MODULE CONFIG_ATH9K_HW CONFIG_ATH9K CONFIG_WLAN !CONFIG_ATH9K_HW_MODULE ;CONFIG_ATH_CARDS CONFIG_ATH9K_MODULE !CONFIG_ATH9K_PCI !CONFIG_ATH_CARDS_MODULE CONFIG_ATH9K_HW !CONFIG_ATH9K CONFIG_WLAN !CONFIG_ATH9K_HW_MODULE ;CONFIG_ATH_CARDS CONFIG_ATH9K_MODULE !CONFIG_ATH9K_PCI !CONFIG_ATH_CARDS_MODULE !CONFIG_ATH9K_HW !CONFIG_ATH9K CONFIG_WLAN CONFIG_ATH9K_HW_MODULE ;!CONFIG_ATH_CARDS CONFIG_ATH9K_MODULE !CONFIG_ATH9K_PCI CONFIG_ATH_CARDS_MODULE !CONFIG_ATH9K_HW !CONFIG_ATH9K CONFIG_WLAN CONFIG_ATH9K_HW_MODULE 
CONFIG_NET_VENDOR_ARC;CONFIG_ETHERNET !CONFIG_ARC_EMAC_CORE_MODULE !CONFIG_ARC_EMAC_MODULE !CONFIG_ARC_EMAC_CORE !CONFIG_ARC_EMAC !CONFIG_EMAC_ROCKCHIP !CONFIG_EMAC_ROCKCHIP_MODULE 
CONFIG_IDE_PROC_FS;CONFIG_IDE !CONFIG_BLK_DEV_IDETAPE !CONFIG_BLK_DEV_IDETAPE_MODULE !CONFIG_IDE_MODULE ;!CONFIG_IDE !CONFIG_BLK_DEV_IDETAPE !CONFIG_BLK_DEV_IDETAPE_MODULE CONFIG_IDE_MODULE 
CONFIG_NET_VENDOR_EZCHIP;CONFIG_ETHERNET !CONFIG_EZCHIP_NPS_MANAGEMENT_ENET !CONFIG_EZCHIP_NPS_MANAGEMENT_ENET_MODULE 
CONFIG_MTD_OTP;!CONFIG_MTD_CFI_INTELEXT_MODULE !CONFIG_MTD_MODULE !CONFIG_MTD_CFI_INTELEXT CONFIG_MTD ;!CONFIG_MTD_CFI_INTELEXT_MODULE CONFIG_MTD_MODULE !CONFIG_MTD_CFI_INTELEXT !CONFIG_MTD 
CONFIG_APM_DISPLAY_BLANK;CONFIG_APM_MODULE !CONFIG_APM !CONFIG_VT ;!CONFIG_APM_MODULE CONFIG_APM !CONFIG_VT 
CONFIG_TUN_VNET_CROSS_LE;!CONFIG_MACVTAP_MODULE !CONFIG_MACVTAP !CONFIG_TUN !CONFIG_TUN_MODULE 
