variable;solutions
CONFIG_VIDEOBUF2_MEMOPS_MODULE;!CONFIG_VIDEO_DEV_MODULE !CONFIG_VIDEO_DEV !CONFIG_VIDEOBUF2_MEMOPS 
CONFIG_X86_GENERIC;CONFIG_MGEODE_LX !CONFIG_MGEODEGX1 ;!CONFIG_MGEODE_LX CONFIG_MGEODEGX1 
CONFIG_UNINLINE_SPIN_UNLOCK;!CONFIG_PROVE_LOCKING !CONFIG_DEBUG_SPINLOCK !CONFIG_SMP 
CONFIG_VIDEOBUF2_MEMOPS;!CONFIG_VIDEOBUF2_MEMOPS_MODULE !CONFIG_VIDEO_DEV_MODULE !CONFIG_VIDEO_DEV 
CONFIG_USB_WUSB_CBAF_MODULE;CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY !CONFIG_USB_MODULE CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY !CONFIG_USB_MODULE CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY CONFIG_USB_MODULE CONFIG_PCI CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY !CONFIG_USB_MODULE CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY CONFIG_USB_MODULE !CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY !CONFIG_USB_MODULE CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY CONFIG_USB_MODULE !CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY CONFIG_USB_MODULE CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY CONFIG_USB_MODULE CONFIG_PCI CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY !CONFIG_USB_MODULE !CONFIG_PCI CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY !CONFIG_USB_MODULE CONFIG_PCI CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY CONFIG_USB_MODULE !CONFIG_PCI CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY CONFIG_USB_MODULE !CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY CONFIG_USB_MODULE CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY CONFIG_USB_MODULE !CONFIG_PCI CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY CONFIG_USB_MODULE !CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY !CONFIG_USB_MODULE !CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY CONFIG_USB_MODULE CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY !CONFIG_USB_MODULE CONFIG_PCI CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY !CONFIG_USB_MODULE !CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY !CONFIG_USB_MODULE !CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY !CONFIG_USB_MODULE !CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB CONFIG_USB_PHY !CONFIG_USB_MODULE !CONFIG_PCI CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF ;!CONFIG_USB !CONFIG_USB_GADGET !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB !CONFIG_USB_PHY CONFIG_USB_MODULE CONFIG_PCI !CONFIG_USB_GADGET_MODULE !CONFIG_USB_WUSB_CBAF 
CONFIG_NET_VENDOR_ROCKER;CONFIG_ETHERNET !CONFIG_ROCKER !CONFIG_ROCKER_MODULE 
CONFIG_IP_VS_DEBUG;!CONFIG_IP_VS_PE_SIP CONFIG_NETFILTER !CONFIG_IP_VS_MODULE !CONFIG_IP_VS_PE_SIP_MODULE CONFIG_IP_VS ;!CONFIG_IP_VS_PE_SIP CONFIG_NETFILTER CONFIG_IP_VS_MODULE !CONFIG_IP_VS_PE_SIP_MODULE !CONFIG_IP_VS 
CONFIG_MICREL_KS8995MA_MODULE;!CONFIG_PHYLIB !CONFIG_PHYLIB_MODULE !CONFIG_MICREL_KS8995MA 
CONFIG_SND_OPL3_LIB_MODULE;CONFIG_SND_OPL4_LIB_MODULE CONFIG_SND !CONFIG_SND_OPL3_LIB !CONFIG_SND_MODULE !CONFIG_SND_OPL4_LIB ;CONFIG_SND_OPL4_LIB_MODULE !CONFIG_SND !CONFIG_SND_OPL3_LIB CONFIG_SND_MODULE !CONFIG_SND_OPL4_LIB ;!CONFIG_SND_OPL4_LIB_MODULE CONFIG_SND !CONFIG_SND_OPL3_LIB !CONFIG_SND_MODULE CONFIG_SND_OPL4_LIB 
CONFIG_MICREL_KS8995MA;!CONFIG_PHYLIB !CONFIG_PHYLIB_MODULE !CONFIG_MICREL_KS8995MA_MODULE 
