variable;solutions
CONFIG_DVB_DUMMY_FE_MODULE;!CONFIG_DVB_CORE !CONFIG_DVB_CORE_MODULE !CONFIG_DVB_DUMMY_FE 
CONFIG_ACCESSIBILITY;!CONFIG_A11Y_BRAILLE_CONSOLE 
CONFIG_CRYPTO_SHA1;CONFIG_IP_SCTP !CONFIG_IP_SCTP_MODULE !CONFIG_SYSCTL ;!CONFIG_IP_SCTP CONFIG_IP_SCTP_MODULE !CONFIG_SYSCTL ;!CONFIG_IP_SCTP !CONFIG_IP_SCTP_MODULE !CONFIG_SYSCTL ;!CONFIG_IP_SCTP !CONFIG_IP_SCTP_MODULE CONFIG_SYSCTL 
CONFIG_SYSCTL_EXCEPTION_TRACE;!CONFIG_SYSCTL 
CONFIG_GENERIC_SMP_IDLE_THREAD;!CONFIG_SMP 
CONFIG_REGULATOR_DEBUG;CONFIG_REGULATOR !CONFIG_REGULATOR_DBX500_PRCMU 
CONFIG_VLAN_8021Q_GVRP;!CONFIG_VLAN_8021Q CONFIG_VLAN_8021Q_MODULE 
CONFIG_SND_SST_IPC_ACPI_MODULE;CONFIG_SND !CONFIG_SND_MODULE CONFIG_SND_SOC !CONFIG_SND_SOC_MODULE !CONFIG_SND_SST_IPC !CONFIG_SND_SST_IPC_MODULE !CONFIG_SND_SST_IPC_ACPI !CONFIG_SND_SST_MFLD_PLATFORM CONFIG_SND_SST_MFLD_PLATFORM_MODULE ;CONFIG_SND !CONFIG_SND_MODULE !CONFIG_SND_SOC CONFIG_SND_SOC_MODULE !CONFIG_SND_SST_IPC !CONFIG_SND_SST_IPC_MODULE !CONFIG_SND_SST_IPC_ACPI !CONFIG_SND_SST_MFLD_PLATFORM CONFIG_SND_SST_MFLD_PLATFORM_MODULE ;!CONFIG_SND CONFIG_SND_MODULE !CONFIG_SND_SOC CONFIG_SND_SOC_MODULE !CONFIG_SND_SST_IPC !CONFIG_SND_SST_IPC_MODULE !CONFIG_SND_SST_IPC_ACPI !CONFIG_SND_SST_MFLD_PLATFORM CONFIG_SND_SST_MFLD_PLATFORM_MODULE 
CONFIG_MGEODEGX1;!CONFIG_MGEODE_LX CONFIG_X86_GENERIC 
CONFIG_USB_WUSB_CBAF;!CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE !CONFIG_USB_GADGET CONFIG_USB_GADGET_MODULE CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE CONFIG_USB_GADGET !CONFIG_USB_GADGET_MODULE !CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;!CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE !CONFIG_USB_GADGET !CONFIG_USB_GADGET_MODULE CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE !CONFIG_USB_GADGET !CONFIG_USB_GADGET_MODULE CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;!CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE CONFIG_USB_GADGET !CONFIG_USB_GADGET_MODULE CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE !CONFIG_USB_GADGET CONFIG_USB_GADGET_MODULE !CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;!CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE !CONFIG_USB_GADGET !CONFIG_USB_GADGET_MODULE !CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE CONFIG_USB_GADGET !CONFIG_USB_GADGET_MODULE CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE !CONFIG_USB_GADGET CONFIG_USB_GADGET_MODULE CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;!CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE !CONFIG_USB_GADGET CONFIG_USB_GADGET_MODULE !CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE !CONFIG_USB_GADGET !CONFIG_USB_GADGET_MODULE !CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE ;!CONFIG_PCI CONFIG_USB !CONFIG_USB_MODULE CONFIG_USB_GADGET !CONFIG_USB_GADGET_MODULE !CONFIG_USB_PHY !CONFIG_USB_WUSB !CONFIG_USB_WUSB_MODULE !CONFIG_USB_WUSB_CBAF_MODULE 
CONFIG_SND_OPL3_LIB;CONFIG_SND !CONFIG_SND_MODULE !CONFIG_SND_OPL3_LIB_MODULE CONFIG_SND_OPL4_LIB !CONFIG_SND_OPL4_LIB_MODULE ;CONFIG_SND !CONFIG_SND_MODULE !CONFIG_SND_OPL3_LIB_MODULE !CONFIG_SND_OPL4_LIB CONFIG_SND_OPL4_LIB_MODULE 
CONFIG_MMC_SDHCI_MODULE;!CONFIG_LEDS_CLASS !CONFIG_LEDS_CLASS_MODULE ;CONFIG_LEDS_CLASS !CONFIG_LEDS_CLASS_MODULE 
CONFIG_VLAN_8021Q_MVRP;!CONFIG_VLAN_8021Q CONFIG_VLAN_8021Q_MODULE 
CONFIG_INLINE_READ_UNLOCK;!CONFIG_DEBUG_SPINLOCK !CONFIG_PROVE_LOCKING !CONFIG_SMP 
CONFIG_MMC_RICOH_MMC;CONFIG_PCI !CONFIG_PCI_QUIRKS 
CONFIG_ACPI_APEI_MEMORY_FAILURE;CONFIG_ACPI CONFIG_ACPI_APEI !CONFIG_ACPI_APEI_GHES 
CONFIG_ARCH_WANT_OLD_COMPAT_IPC;!CONFIG_SYSVIPC_COMPAT 
CONFIG_ASYNC_MEMCPY_MODULE;!CONFIG_ASYNC_MEMCPY !CONFIG_DMADEVICES !CONFIG_DMA_ENGINE ;!CONFIG_ASYNC_MEMCPY CONFIG_DMADEVICES !CONFIG_DMA_ENGINE 
CONFIG_CRYPTO_MD5;!CONFIG_IP_SCTP !CONFIG_IP_SCTP_MODULE CONFIG_SYSCTL ;CONFIG_IP_SCTP !CONFIG_IP_SCTP_MODULE !CONFIG_SYSCTL ;!CONFIG_IP_SCTP CONFIG_IP_SCTP_MODULE !CONFIG_SYSCTL ;!CONFIG_IP_SCTP !CONFIG_IP_SCTP_MODULE !CONFIG_SYSCTL 
CONFIG_STM_SOURCE_CONSOLE;!CONFIG_STM !CONFIG_STM_MODULE !CONFIG_STM_SOURCE_CONSOLE_MODULE 
CONFIG_RFKILL_REGULATOR_MODULE;!CONFIG_RFKILL !CONFIG_RFKILL_MODULE !CONFIG_RFKILL_REGULATOR 
CONFIG_RFKILL_REGULATOR;!CONFIG_RFKILL !CONFIG_RFKILL_MODULE !CONFIG_RFKILL_REGULATOR_MODULE 
CONFIG_PREEMPT_COUNT;!CONFIG_DEBUG_LOCK_ALLOC 
CONFIG_OMAP_CONTROL_PHY_MODULE;!CONFIG_GENERIC_PHY !CONFIG_OMAP_CONTROL_PHY 
CONFIG_HSU_DMA_PCI_MODULE;!CONFIG_DMADEVICES !CONFIG_HSU_DMA !CONFIG_HSU_DMA_MODULE !CONFIG_HSU_DMA_PCI ;CONFIG_DMADEVICES !CONFIG_HSU_DMA !CONFIG_HSU_DMA_MODULE !CONFIG_HSU_DMA_PCI 
CONFIG_CRYPTO_SHA256_MODULE;!CONFIG_CRYPTO_SHA256 !CONFIG_IP_SCTP !CONFIG_IP_SCTP_MODULE 
CONFIG_DVB_DUMMY_FE;!CONFIG_DVB_CORE !CONFIG_DVB_CORE_MODULE !CONFIG_DVB_DUMMY_FE_MODULE 
CONFIG_HAVE_SYSCALL_TRACEPOINTS;!CONFIG_TRACEPOINTS 
CONFIG_CRYPTO_SHA256;!CONFIG_CRYPTO_SHA256_MODULE !CONFIG_IP_SCTP !CONFIG_IP_SCTP_MODULE 
CONFIG_INLINE_SPIN_UNLOCK_IRQ;!CONFIG_DEBUG_SPINLOCK !CONFIG_PROVE_LOCKING !CONFIG_SMP 
CONFIG_ATH_TRACEPOINTS;CONFIG_ATH_CARDS !CONFIG_ATH_CARDS_MODULE !CONFIG_ATH_COMMON !CONFIG_ATH_COMMON_MODULE CONFIG_WLAN ;!CONFIG_ATH_CARDS CONFIG_ATH_CARDS_MODULE !CONFIG_ATH_COMMON !CONFIG_ATH_COMMON_MODULE CONFIG_WLAN 
